	1CDX1_434	1CDX1_166	1CDX1_406	1CDX4_67	1CDX1_343	1CDX1_142	1CDX1_54	1CDX1_153	1CDX1_176	1CDX4_93	1CDX2_103	1CDX4_97	1CDX4_371	1CDX4_94	1CDX1_102	1CDX1_216	1CDX1_82	1CDX1_104	1CDX1_72	1CDX2_101	1CDX1_281
1CDX2_103	5.229353427886963	6.626572132110596	2.6053481101989746	26.964813232421875	23.561378479003906	4.261915683746338	2.0602474212646484	4.288292407989502	2.7253801822662354	0.778024435043335	0.0	1.1632976531982422	0.29893991351127625	1.304358720779419	1.0069713592529297	2.597588300704956	2.3168187141418457	1.3081313371658325	2.332508087158203	0.7192497849464417	2.7746784687042236
1CDX4_97	4.121121406555176	5.509546279907227	1.6998963356018066	27.04796600341797	22.41189193725586	3.1432981491088867	1.0273816585540771	3.1859419345855713	1.679505705833435	1.7311033010482788	1.1632976531982422	0.0	1.4351383447647095	0.1747036725282669	1.123871088027954	1.4713633060455322	3.478642702102661	0.852613091468811	1.1842617988586426	1.8076262474060059	3.6913585662841797
1CDX4_371	5.52227258682251	6.918463706970215	2.9040377140045166	27.090717315673828	23.84444808959961	4.552706718444824	2.356067180633545	4.581592559814453	3.021993398666382	0.7961848974227905	0.29893991351127625	1.4351383447647095	0.0	1.565252661705017	1.053558588027954	2.838178873062134	2.047224760055542	1.449920892715454	2.6138927936553955	0.6304852962493896	2.4910154342651367
1CDX4_94	4.032944679260254	5.414942264556885	1.704505205154419	27.169506072998047	22.29465103149414	3.0523054599761963	1.0070322751998901	3.103217363357544	1.634723424911499	1.8988462686538696	1.304358720779419	0.1747036725282669	1.565252661705017	0.0	1.1348708868026733	1.3076857328414917	3.6123623847961426	0.7861737012863159	1.084433913230896	1.9661827087402344	3.7528514862060547
1CDX1_102	5.107408046722412	6.468279838562012	2.8232414722442627	27.87887191772461	23.244613647460938	4.126646518707275	2.1387245655059814	4.1934027671813965	2.768054246902466	1.7818355560302734	1.0069713592529297	1.123871088027954	1.053558588027954	1.1348708868026733	0.0	2.114851236343384	2.8849265575408936	0.5325005054473877	2.1743268966674805	1.6746960878372192	2.6647658348083496
1CDX1_216	3.1267170906066895	4.4279584884643555	1.8134801387786865	27.695289611816406	21.129762649536133	2.1809167861938477	1.2932367324829102	2.2914295196533203	1.4183412790298462	3.2018678188323975	2.597588300704956	1.4713633060455322	2.838178873062134	1.3076857328414917	2.114851236343384	0.0	4.875950813293457	1.5855870246887207	0.7897858023643494	3.2734029293060303	4.7503509521484375
1CDX1_82	7.510349273681641	8.910575866699219	4.792293548583984	27.091035842895508	25.869901657104492	6.55549430847168	4.3393049240112305	6.569777488708496	4.990871429443359	2.022728443145752	2.3168187141418457	3.478642702102661	2.047224760055542	3.6123623847961426	2.8849265575408936	4.875950813293457	0.0	3.3891124725341797	4.647717475891113	1.794787883758545	1.847936749458313
1CDX1_104	4.615394115447998	5.9641947746276855	2.478649377822876	27.868343353271484	22.71464729309082	3.6378278732299805	1.7706241607666016	3.7137227058410645	2.3557496070861816	2.069056749343872	1.3081313371658325	0.852613091468811	1.449920892715454	0.7861737012863159	0.5325005054473877	1.5855870246887207	3.3891124725341797	0.0	1.715011715888977	2.024472951889038	3.17488431930542
1CDX1_72	2.9493215084075928	4.33066463470459	1.0368883609771729	26.91582489013672	21.23055648803711	1.9682061672210693	0.5354666113853455	2.0234503746032715	0.7075638175010681	2.7883169651031494	2.332508087158203	1.1842617988586426	2.6138927936553955	1.084433913230896	2.1743268966674805	0.7897858023643494	4.647717475891113	1.715011715888977	0.0	2.92059326171875	4.8262619972229
1CDX2_101	5.726550579071045	7.126596450805664	2.9975075721740723	26.54560661315918	24.100494384765625	4.781237602233887	2.5661885738372803	4.7878851890563965	3.2069754600524902	0.28641679883003235	0.7192497849464417	1.8076262474060059	0.6304852962493896	1.9661827087402344	1.6746960878372192	3.2734029293060303	1.794787883758545	2.024472951889038	2.92059326171875	0.0	2.72141432762146
1CDX1_281	7.769653797149658	9.133031845092773	5.334528923034668	28.895658493041992	25.850696563720703	6.788189888000488	4.71132230758667	6.849630355834961	5.370419025421143	3.0075924396514893	2.7746784687042236	3.6913585662841797	2.4910154342651367	3.7528514862060547	2.6647658348083496	4.7503509521484375	1.847936749458313	3.17488431930542	4.8262619972229	2.72141432762146	0.0
